idx,AirQualityStation,img_path,s5p_path,date,NO2
428,deception_bay,deception_bay/S2A_MSIL2A_20220817T000231_N0400_R030_T56JMQ_20220817T024900.npy,deception_bay/S5P_OFFL_L2__NO2____20220817.nc,17/08/2022,22.32498606
429,deception_bay,deception_bay/S2A_MSIL2A_20221111T235231_N0400_R130_T56JMQ_20221112T022357.npy,deception_bay/S5P_OFFL_L2__NO2____20221111.nc,11/11/2022,6.586298569
430,deception_bay,deception_bay/S2A_MSIL2A_20220926T000231_N0400_R030_T56JMQ_20220926T024527.npy,deception_bay/S5P_OFFL_L2__NO2____20220926.nc,26/09/2022,6.115848671
431,deception_bay,deception_bay/S2A_MSIL2A_20220823T235241_N0400_R130_T56JMQ_20220824T022604.npy,deception_bay/S5P_OFFL_L2__NO2____20220823.nc,23/08/2022,3.136333279
432,deception_bay,deception_bay/S2A_MSIL2A_20190521T235251_N0212_R130_T56JMQ_20190522T014028.npy,deception_bay/S5P_OFFL_L2__NO2____20190521.nc,21/05/2019,17.09301232
433,deception_bay,deception_bay/S2B_MSIL2A_20190219T000239_N0211_R030_T56JMQ_20190219T015436.npy,deception_bay/S5P_RPRO_L2__NO2____20190219.nc,19/02/2019,6.664707512
434,deception_bay,deception_bay/S2A_MSIL2A_20190819T235251_N0213_R130_T56JMQ_20190820T014338.npy,deception_bay/S5P_RPRO_L2__NO2____20190819.nc,19/08/2019,9.173773006
435,deception_bay,deception_bay/S2B_MSIL2A_20230505T235239_N0509_R130_T56JMQ_20230506T011911.npy,deception_bay/S5P_OFFL_L2__NO2____20230505.nc,5/05/2023,13.09078025
436,deception_bay,deception_bay/S2A_MSIL2A_20200704T235251_N0214_R130_T56JMQ_20200705T015226.npy,deception_bay/S5P_RPRO_L2__NO2____20200704.nc,4/07/2020,4.939723926
437,deception_bay,deception_bay/S2A_MSIL2A_20190405T000241_N0211_R030_T56JMQ_20190405T034247.npy,deception_bay/S5P_RPRO_L2__NO2____20190405.nc,5/04/2019,6.115848671
438,fishermans_landing,fishermans_landing/S2B_MSIL2A_20200726T001109_N0500_R073_T56KLU_20230423T020638.npy,fishermans_landing/S5P_RPRO_L2__NO2____20200726.nc,26/07/2020,6.978339523
439,fishermans_landing,fishermans_landing/S2A_MSIL2A_20200422T001111_N0500_R073_T56KLU_20230406T200210.npy,fishermans_landing/S5P_OFFL_L2__NO2____20200422.nc,22/04/2020,12.07488134
440,fishermans_landing,fishermans_landing/S2B_MSIL2A_20191020T001109_N0500_R073_T56KLU_20230703T233523.npy,fishermans_landing/S5P_OFFL_L2__NO2____20191020.nc,20/10/2019,11.76124744
441,fishermans_landing,fishermans_landing/S2A_MSIL2A_20191204T001111_N0500_R073_T56KLU_20230609T221403.npy,fishermans_landing/S5P_RPRO_L2__NO2____20191204.nc,4/12/2019,4.077233074
442,fishermans_landing,fishermans_landing/S2A_MSIL2A_20190826T001111_N0500_R073_T56KLU_20230501T010213.npy,fishermans_landing/S5P_OFFL_L2__NO2____20190826.nc,26/08/2019,7.363562717
443,fishermans_landing,fishermans_landing/S2B_MSIL2A_20200616T001109_N0500_R073_T56KLU_20230403T065102.npy,fishermans_landing/S5P_RPRO_L2__NO2____20200616.nc,16/06/2020,7.762423313
444,fishermans_landing,fishermans_landing/S2A_MSIL2A_20200512T001111_N0500_R073_T56KLU_20230402T164734.npy,fishermans_landing/S5P_RPRO_L2__NO2____20200512.nc,12/05/2020,8.232873211
445,fishermans_landing,fishermans_landing/S2B_MSIL2A_20200805T001109_N0500_R073_T56KLU_20230316T085351.npy,fishermans_landing/S5P_OFFL_L2__NO2____20200805.nc,5/08/2020,5.959032665
446,fishermans_landing,fishermans_landing/S2A_MSIL2A_20191224T001101_N0500_R073_T56KLU_20230608T063328.npy,fishermans_landing/S5P_RPRO_L2__NO2____20191224.nc,24/12/2019,1.411349693
447,fishermans_landing,fishermans_landing/S2B_MSIL2A_20191109T001109_N0500_R073_T56KLU_20230611T025647.npy,fishermans_landing/S5P_OFFL_L2__NO2____20191109.nc,9/11/2019,6.037439727
448,miles_airport,miles_airport/S2B_MSIL2A_20210810T001109_N0500_R073_T56JKR_20230116T202008.npy,miles_airport/S5P_OFFL_L2__NO2____20210810.nc,10/08/2021,1.227260766
449,miles_airport,miles_airport/S2A_MSIL2A_20221029T001111_N0400_R073_T56JKR_20221029T030600.npy,miles_airport/S5P_OFFL_L2__NO2____20221029.nc,29/10/2022,2.618155298
450,miles_airport,miles_airport/S2A_MSIL2A_20230107T001111_N0509_R073_T56JKR_20230107T024556.npy,miles_airport/S5P_OFFL_L2__NO2____20230107.nc,7/01/2023,4.418138007
451,miles_airport,miles_airport/S2B_MSIL2A_20210909T001109_N0500_R073_T56JKR_20230111T161231.npy,miles_airport/S5P_RPRO_L2__NO2____20210909.nc,9/09/2021,9.31938854
452,miles_airport,miles_airport/S2B_MSIL2A_20230102T001109_N0509_R073_T56JKR_20230102T014137.npy,miles_airport/S5P_OFFL_L2__NO2____20230102.nc,2/01/2023,2.618155298
453,miles_airport,miles_airport/S2B_MSIL2A_20230422T001109_N0509_R073_T56JKR_20230422T014516.npy,miles_airport/S5P_OFFL_L2__NO2____20230422.nc,22/04/2023,4.336321124
454,miles_airport,miles_airport/S2B_MSIL2A_20220815T001109_N0400_R073_T56JKR_20220815T014506.npy,miles_airport/S5P_OFFL_L2__NO2____20220815.nc,15/08/2022,4.336321124
455,miles_airport,miles_airport/S2A_MSIL2A_20191214T001101_N0500_R073_T56JKR_20230609T002910.npy,miles_airport/S5P_OFFL_L2__NO2____20191214.nc,14/12/2019,5.236312478
456,miles_airport,miles_airport/S2B_MSIL2A_20210522T001109_N0500_R073_T56JKR_20230206T054355.npy,miles_airport/S5P_OFFL_L2__NO2____20210522.nc,22/05/2021,7.690834011
457,miles_airport,miles_airport/S2B_MSIL2A_20210412T001109_N0500_R073_T56JKR_20230513T074442.npy,miles_airport/S5P_RPRO_L2__NO2____20210412.nc,12/04/2021,2.290885886
458,miles_airport,miles_airport/S2B_MSIL2A_20200805T001109_N0500_R073_T56JKR_20230316T085351.npy,miles_airport/S5P_RPRO_L2__NO2____20200805.nc,5/08/2020,3.19087724
459,miles_airport,miles_airport/S2B_MSIL2A_20200616T001109_N0500_R073_T56JKR_20230403T065102.npy,miles_airport/S5P_OFFL_L2__NO2____20200616.nc,16/06/2020,3.354512887
460,miles_airport,miles_airport/S2A_MSIL2A_20220211T001111_N0400_R073_T56JKR_20220211T022753.npy,miles_airport/S5P_OFFL_L2__NO2____20220211.nc,11/02/2022,5.399946243
461,miles_airport,miles_airport/S2B_MSIL2A_20220517T001109_N0400_R073_T56JKR_20220517T015336.npy,miles_airport/S5P_OFFL_L2__NO2____20220517.nc,17/05/2022,2.781790945
462,miles_airport,miles_airport/S2B_MSIL2A_20210820T001109_N0500_R073_T56JKR_20230119T201622.npy,miles_airport/S5P_OFFL_L2__NO2____20210820.nc,20/08/2021,5.236312478
463,miles_airport,miles_airport/S2A_MSIL2A_20200422T001111_N0500_R073_T56JKR_20230406T200210.npy,miles_airport/S5P_RPRO_L2__NO2____20200422.nc,22/04/2020,6.872659539
464,miles_airport,miles_airport/S2A_MSIL2A_20220711T001121_N0400_R073_T56JKR_20220711T033225.npy,miles_airport/S5P_OFFL_L2__NO2____20220711.nc,11/07/2022,7.527198364
465,miles_airport,miles_airport/S2B_MSIL2A_20221203T001109_N0400_R073_T56JKR_20221203T013634.npy,miles_airport/S5P_OFFL_L2__NO2____20221203.nc,3/12/2022,2.94542471
466,miles_airport,miles_airport/S2A_MSIL2A_20221118T001111_N0400_R073_T56JKR_20221118T034957.npy,miles_airport/S5P_OFFL_L2__NO2____20221118.nc,18/11/2022,4.172685477
467,southport,southport/S2A_MSIL2A_20220912T235241_N0400_R130_T56JNQ_20220913T025555.npy,southport/S5P_OFFL_L2__NO2____20220912.nc,12/09/2022,16.77938031
468,southport,southport/S2B_MSIL2A_20210125T235249_N0500_R130_T56JNQ_20230522T130036.npy,southport/S5P_OFFL_L2__NO2____20210125.nc,25/01/2021,4.499954889
469,southport,southport/S2B_MSIL2A_20200301T235239_N0500_R130_T56JNQ_20230411T215820.npy,southport/S5P_OFFL_L2__NO2____20200301.nc,1/03/2020,6.821523517
470,southport,southport/S2B_MSIL2A_20210803T235249_N0500_R130_T56JNQ_20230116T045610.npy,southport/S5P_OFFL_L2__NO2____20210803.nc,3/08/2021,10.42830669
471,southport,southport/S2B_MSIL2A_20220709T235239_N0400_R130_T56JNQ_20220710T012102.npy,southport/S5P_RPRO_L2__NO2____20220709.nc,9/07/2022,13.56463809
472,southport,southport/S2B_MSIL2A_20230525T235239_N0509_R130_T56JNQ_20230526T011433.npy,southport/S5P_OFFL_L2__NO2____20230525.nc,25/05/2023,16.44529126
473,southport,southport/S2B_MSIL2A_20220818T235229_N0400_R130_T56JNQ_20220822T133125.npy,southport/S5P_OFFL_L2__NO2____20220818.nc,18/08/2022,23.00927682
474,southport,southport/S2A_MSIL2A_20190610T235251_N0500_R130_T56JNQ_20230605T123649.npy,southport/S5P_RPRO_L2__NO2____20190610.nc,10/06/2019,15.52484663
475,southport,southport/S2A_MSIL2A_20200415T235241_N0500_R130_T56JNQ_20230406T041155.npy,southport/S5P_OFFL_L2__NO2____20200415.nc,15/04/2020,7.213564472
476,southport,southport/S2B_MSIL2A_20230306T235239_N0509_R130_T56JNQ_20230307T011519.npy,southport/S5P_OFFL_L2__NO2____20230306.nc,6/03/2023,6.38175448
477,southport,southport/S2B_MSIL2A_20220209T235239_N0400_R130_T56JNQ_20220210T013105.npy,southport/S5P_OFFL_L2__NO2____20220209.nc,9/02/2022,6.507889625
478,southport,southport/S2A_MSIL2A_20231206T235221_N0509_R130_T56JNQ_20231207T022051.npy,southport/S5P_OFFL_L2__NO2____20231206.nc,6/12/2023,5.56358189
479,southport,southport/S2B_MSIL2A_20220609T235239_N0400_R130_T56JNQ_20220610T012436.npy,southport/S5P_OFFL_L2__NO2____20220609.nc,9/06/2022,11.45443319
480,southport,southport/S2A_MSIL2A_20220604T235251_N0400_R130_T56JNQ_20220605T023313.npy,southport/S5P_RPRO_L2__NO2____20220604.nc,4/06/2022,8.75445913
481,southport,southport/S2A_MSIL2A_20200525T235251_N0500_R130_T56JNQ_20230415T094900.npy,southport/S5P_RPRO_L2__NO2____20200525.nc,25/05/2020,19.05322086
482,southport,southport/S2A_MSIL2A_20220624T235301_N0400_R130_T56JNQ_20220625T023308.npy,southport/S5P_OFFL_L2__NO2____20220624.nc,24/06/2022,23.74651937
483,deagon,deagon/S2A_MSIL2A_20231226T235231_N0510_R130_T56JMQ_20231227T021750.npy,deagon/S5P_OFFL_L2__NO2____20231226.nc,26/12/2023,6.136303832
484,deagon,deagon/S2B_MSIL2A_20220530T235249_N0400_R130_T56JMQ_20220531T012325.npy,deagon/S5P_RPRO_L2__NO2____20220530.nc,30/05/2022,13.01578113
485,deagon,deagon/S2A_MSIL2A_20230410T235231_N0509_R130_T56JMQ_20230411T023352.npy,deagon/S5P_OFFL_L2__NO2____20230410.nc,10/04/2023,8.918092896
486,deagon,deagon/S2B_MSIL2A_20230409T000229_N0509_R030_T56JMQ_20230409T013526.npy,deagon/S5P_OFFL_L2__NO2____20230409.nc,9/04/2023,4.499954889
487,deagon,deagon/S2A_MSIL2A_20220813T235241_N0400_R130_T56JMQ_20220814T030801.npy,deagon/S5P_OFFL_L2__NO2____20220813.nc,13/08/2022,15.36803062
488,deagon,deagon/S2A_MSIL2A_20230504T000221_N0509_R030_T56JMQ_20230504T041857.npy,deagon/S5P_OFFL_L2__NO2____20230504.nc,4/05/2023,29.86334134
489,deagon,deagon/S2B_MSIL2A_20220818T235229_N0400_R130_T56JMQ_20220822T133125.npy,deagon/S5P_OFFL_L2__NO2____20220818.nc,18/08/2022,28.3838105
490,deagon,deagon/S2A_MSIL2A_20221125T000221_N0400_R030_T56JMQ_20221125T024503.npy,deagon/S5P_OFFL_L2__NO2____20221125.nc,25/11/2022,14.97598778
491,deagon,deagon/S2A_MSIL2A_20230104T000221_N0509_R030_T56JMQ_20230104T024458.npy,deagon/S5P_OFFL_L2__NO2____20230104.nc,4/01/2023,8.895780398
492,deagon,deagon/S2A_MSIL2A_20220807T000231_N0400_R030_T56JMQ_20220807T032358.npy,deagon/S5P_OFFL_L2__NO2____20220807.nc,7/08/2022,13.17259714
493,deagon,deagon/S2A_MSIL2A_20221111T235231_N0400_R130_T56JMQ_20221112T022357.npy,deagon/S5P_OFFL_L2__NO2____20221111.nc,11/11/2022,10.27148881
494,deagon,deagon/S2A_MSIL2A_20220926T000231_N0400_R030_T56JMQ_20220926T024527.npy,deagon/S5P_OFFL_L2__NO2____20220926.nc,26/09/2022,11.13398154
495,deagon,deagon/S2B_MSIL2A_20220209T235239_N0400_R130_T56JMQ_20220210T013105.npy,deagon/S5P_OFFL_L2__NO2____20220209.nc,9/02/2022,34.6564758
496,deagon,deagon/S2B_MSIL2A_20220410T235239_N0400_R130_T56JMQ_20220411T020918.npy,deagon/S5P_RPRO_L2__NO2____20220410.nc,10/04/2022,15.13280567
497,deagon,deagon/S2A_MSIL2A_20220827T000231_N0400_R030_T56JMQ_20220827T031756.npy,deagon/S5P_OFFL_L2__NO2____20220827.nc,27/08/2022,14.03508799
498,deagon,deagon/S2B_MSIL2A_20230505T235239_N0509_R130_T56JMQ_20230506T011911.npy,deagon/S5P_OFFL_L2__NO2____20230505.nc,5/05/2023,23.56340357
499,deagon,deagon/S2A_MSIL2A_20220708T000231_N0400_R030_T56JMQ_20220708T031158.npy,deagon/S5P_OFFL_L2__NO2____20220708.nc,8/07/2022,9.095364063
500,christie_downs,christie_downs/S2B_MSIL2A_20200529T004709_N0500_R102_T54HTG_20230401T075829.npy,christie_downs/S5P_OFFL_L2__NO2____20200529.nc,29/05/2020,19.14526532
501,christie_downs,christie_downs/S2B_MSIL2A_20200725T003709_N0500_R059_T54HTG_20230324T210910.npy,christie_downs/S5P_RPRO_L2__NO2____20200725.nc,25/07/2020,12.92714461
502,christie_downs,christie_downs/S2B_MSIL2A_20200725T003709_N0500_R059_T54HTG_20230324T210910.npy,christie_downs/S5P_OFFL_L2__NO2____20200725.nc,25/07/2020,12.92714461
503,christie_downs,christie_downs/S2A_MSIL2A_20210827T004711_N0500_R102_T54HTG_20230222T082625.npy,christie_downs/S5P_OFFL_L2__NO2____20210827.nc,27/08/2021,18.98163156
504,christie_downs,christie_downs/S2B_MSIL2A_20210822T004709_N0500_R102_T54HTG_20230118T083048.npy,christie_downs/S5P_RPRO_L2__NO2____20210822.nc,22/08/2021,8.311282154
505,christie_downs,christie_downs/S2A_MSIL2A_20200713T004711_N0500_R102_T54HTG_20230531T114824.npy,christie_downs/S5P_OFFL_L2__NO2____20200713.nc,13/07/2020,16.60892691
506,christie_downs,christie_downs/S2B_MSIL2A_20190102T003659_N0500_R059_T54HTG_20221129T050113.npy,christie_downs/S5P_RPRO_L2__NO2____20190102.nc,2/01/2019,2.209069003
507,christie_downs,christie_downs/S2B_MSIL2A_20230424T004709_N0509_R102_T54HTG_20230424T023308.npy,christie_downs/S5P_OFFL_L2__NO2____20230424.nc,24/04/2023,15.05439673
508,christie_downs,christie_downs/S2B_MSIL2A_20201215T004659_N0500_R102_T54HTG_20230402T171338.npy,christie_downs/S5P_RPRO_L2__NO2____20201215.nc,15/12/2020,3.842008126
509,christie_downs,christie_downs/S2B_MSIL2A_20201215T004659_N0500_R102_T54HTG_20230402T171338.npy,christie_downs/S5P_OFFL_L2__NO2____20201215.nc,15/12/2020,3.842008126
510,christie_downs,christie_downs/S2A_MSIL2A_20201130T004711_N0500_R102_T54HTG_20230323T185445.npy,christie_downs/S5P_OFFL_L2__NO2____20201130.nc,30/11/2020,6.463573245
511,christie_downs,christie_downs/S2B_MSIL2A_20200117T003659_N0500_R059_T54HTG_20230427T061115.npy,christie_downs/S5P_RPRO_L2__NO2____20200117.nc,17/01/2020,2.258159509
512,christie_downs,christie_downs/S2A_MSIL2A_20231115T004701_N0509_R102_T54HTG_20231115T025855.npy,christie_downs/S5P_OFFL_L2__NO2____20231115.nc,15/11/2023,3.681782299
513,christie_downs,christie_downs/S2B_MSIL2A_20201225T004709_N0500_R102_T54HTG_20230402T025324.npy,christie_downs/S5P_OFFL_L2__NO2____20201225.nc,25/12/2020,1.33294075
514,christie_downs,christie_downs/S2B_MSIL2A_20201225T004709_N0500_R102_T54HTG_20230402T025324.npy,christie_downs/S5P_RPRO_L2__NO2____20201225.nc,25/12/2020,1.33294075
515,christie_downs,christie_downs/S2A_MSIL2A_20190917T004711_N0500_R102_T54HTG_20230627T205536.npy,christie_downs/S5P_RPRO_L2__NO2____20190917.nc,17/09/2019,6.054485068
516,christie_downs,christie_downs/S2B_MSIL2A_20210121T003709_N0500_R059_T54HTG_20230520T102455.npy,christie_downs/S5P_RPRO_L2__NO2____20210121.nc,21/01/2021,11.53625008
517,christie_downs,christie_downs/S2B_MSIL2A_20200913T003709_N0500_R059_T54HTG_20230330T095416.npy,christie_downs/S5P_RPRO_L2__NO2____20200913.nc,13/09/2020,5.236312478
518,christie_downs,christie_downs/S2A_MSIL2A_20210215T003701_N0500_R059_T54HTG_20230609T133930.npy,christie_downs/S5P_RPRO_L2__NO2____20210215.nc,15/02/2021,3.057924335
519,christie_downs,christie_downs/S2A_MSIL2A_20210215T003701_N0500_R059_T54HTG_20230609T133930.npy,christie_downs/S5P_OFFL_L2__NO2____20210215.nc,15/02/2021,3.057924335
520,christie_downs,christie_downs/S2A_MSIL2A_20210429T004701_N0500_R102_T54HTG_20230518T144225.npy,christie_downs/S5P_OFFL_L2__NO2____20210429.nc,29/04/2021,20.12707356
521,christie_downs,christie_downs/S2B_MSIL2A_20230322T003709_N0509_R059_T54HTG_20230322T022808.npy,christie_downs/S5P_OFFL_L2__NO2____20230322.nc,22/03/2023,3.845416065
522,christie_downs,christie_downs/S2B_MSIL2A_20200206T003659_N0500_R059_T54HTG_20230428T204144.npy,christie_downs/S5P_OFFL_L2__NO2____20200206.nc,6/02/2020,4.418138007
523,christie_downs,christie_downs/S2B_MSIL2A_20210521T003709_N0500_R059_T54HTG_20230210T201125.npy,christie_downs/S5P_RPRO_L2__NO2____20210521.nc,21/05/2021,32.15422869
524,christie_downs,christie_downs/S2A_MSIL2A_20200224T004701_N0500_R102_T54HTG_20230612T194055.npy,christie_downs/S5P_OFFL_L2__NO2____20200224.nc,24/02/2020,7.772650894
525,christie_downs,christie_downs/S2A_MSIL2A_20200315T004701_N0500_R102_T54HTG_20230626T231130.npy,christie_downs/S5P_OFFL_L2__NO2____20200315.nc,15/03/2020,1.636347061
526,christie_downs,christie_downs/S2A_MSIL2A_20181012T004701_N0500_R102_T54HTG_20230729T003534.npy,christie_downs/S5P_OFFL_L2__NO2____20181012.nc,12/10/2018,8.154464267
527,christie_downs,christie_downs/S2A_MSIL2A_20190216T003611_N0500_R059_T54HTG_20221125T182118.npy,christie_downs/S5P_OFFL_L2__NO2____20190216.nc,16/02/2019,5.802214778
528,christie_downs,christie_downs/S2A_MSIL2A_20190226T003701_N0500_R059_T54HTG_20221126T181426.npy,christie_downs/S5P_RPRO_L2__NO2____20190226.nc,26/02/2019,8.703323108
529,christie_downs,christie_downs/S2B_MSIL2A_20221222T003709_N0509_R059_T54HTG_20221222T022450.npy,christie_downs/S5P_OFFL_L2__NO2____20221222.nc,22/12/2022,3.763599182
530,christie_downs,christie_downs/S2A_MSIL2A_20201028T003711_N0500_R059_T54HTG_20230414T221152.npy,christie_downs/S5P_RPRO_L2__NO2____20201028.nc,28/10/2020,11.6828385
531,christie_downs,christie_downs/S2B_MSIL2A_20180924T003659_N0500_R059_T54HTG_20230710T001615.npy,christie_downs/S5P_OFFL_L2__NO2____20180924.nc,24/09/2018,6.38175448
532,christie_downs,christie_downs/S2A_MSIL2A_20210426T003701_N0500_R059_T54HTG_20230524T120641.npy,christie_downs/S5P_OFFL_L2__NO2____20210426.nc,26/04/2021,4.861314983
533,christie_downs,christie_downs/S2A_MSIL2A_20211212T003701_N0500_R059_T54HTG_20221224T113519.npy,christie_downs/S5P_RPRO_L2__NO2____20211212.nc,12/12/2021,9.644222904
534,christie_downs,christie_downs/S2A_MSIL2A_20210406T003701_N0500_R059_T54HTG_20230510T212746.npy,christie_downs/S5P_RPRO_L2__NO2____20210406.nc,6/04/2021,4.23404908
535,christie_downs,christie_downs/S2A_MSIL2A_20230218T004701_N0509_R102_T54HTG_20230218T031154.npy,christie_downs/S5P_OFFL_L2__NO2____20230218.nc,18/02/2023,2.37270465
536,christie_downs,christie_downs/S2A_MSIL2A_20200115T004701_N0500_R102_T54HTG_20230604T014529.npy,christie_downs/S5P_OFFL_L2__NO2____20200115.nc,15/01/2020,3.681782299
537,christie_downs,christie_downs/S2B_MSIL2A_20230124T004709_N0509_R102_T54HTG_20230124T022319.npy,christie_downs/S5P_OFFL_L2__NO2____20230124.nc,24/01/2023,4.312458023
538,christie_downs,christie_downs/S2B_MSIL2A_20180726T003659_N0500_R059_T54HTG_20230719T135312.npy,christie_downs/S5P_RPRO_L2__NO2____20180726.nc,26/07/2018,27.32700251
539,christie_downs,christie_downs/S2B_MSIL2A_20191022T004709_N0500_R102_T54HTG_20230615T174232.npy,christie_downs/S5P_OFFL_L2__NO2____20191022.nc,22/10/2019,14.42713082
540,christie_downs,christie_downs/S2A_MSIL2A_20200112T003701_N0500_R059_T54HTG_20230618T045833.npy,christie_downs/S5P_RPRO_L2__NO2____20200112.nc,12/01/2020,2.587474438
541,christie_downs,christie_downs/S2A_MSIL2A_20181118T003701_N0500_R059_T54HTG_20230817T101751.npy,christie_downs/S5P_OFFL_L2__NO2____20181118.nc,18/11/2018,4.23404908
542,christie_downs,christie_downs/S2A_MSIL2A_20181029T003701_N0500_R059_T54HTG_20230730T042454.npy,christie_downs/S5P_OFFL_L2__NO2____20181029.nc,29/10/2018,5.174948875
543,christie_downs,christie_downs/S2B_MSIL2A_20221016T004709_N0400_R102_T54HTG_20221016T023233.npy,christie_downs/S5P_OFFL_L2__NO2____20221016.nc,16/10/2022,3.763599182
544,christie_downs,christie_downs/S2B_MSIL2A_20180825T003659_N0500_R059_T54HTG_20230712T031354.npy,christie_downs/S5P_RPRO_L2__NO2____20180825.nc,25/08/2018,13.6635022
545,christie_downs,christie_downs/S2B_MSIL2A_20200605T003709_N0500_R059_T54HTG_20230402T131552.npy,christie_downs/S5P_RPRO_L2__NO2____20200605.nc,5/06/2020,20.78161238
546,christie_downs,christie_downs/S2A_MSIL2A_20210320T004711_N0500_R102_T54HTG_20230520T092502.npy,christie_downs/S5P_OFFL_L2__NO2____20210320.nc,20/03/2021,4.418138007
547,christie_downs,christie_downs/S2B_MSIL2A_20190813T004709_N0500_R102_T54HTG_20230505T220559.npy,christie_downs/S5P_RPRO_L2__NO2____20190813.nc,13/08/2019,22.81682004
548,netley,netley/S2A_MSIL2A_20180525T004711_N0500_R102_T54HTG_20230829T173928.npy,netley/S5P_RPRO_L2__NO2____20180525.nc,25/05/2018,23.97248962
549,netley,netley/S2B_MSIL2A_20190122T003709_N0500_R059_T54HTG_20221201T002343.npy,netley/S5P_RPRO_L2__NO2____20190122.nc,22/01/2019,11.52602249
550,netley,netley/S2B_MSIL2A_20190122T003709_N0500_R059_T54HTG_20221201T002343.npy,netley/S5P_OFFL_L2__NO2____20190122.nc,22/01/2019,11.52602249
551,netley,netley/S2B_MSIL2A_20200310T004709_N0500_R102_T54HTG_20230409T114442.npy,netley/S5P_OFFL_L2__NO2____20200310.nc,10/03/2020,15.21803238
552,netley,netley/S2B_MSIL2A_20190912T004709_N0500_R102_T54HTG_20230501T231444.npy,netley/S5P_OFFL_L2__NO2____20190912.nc,12/09/2019,11.44761355
553,netley,netley/S2B_MSIL2A_20231217T003659_N0510_R059_T54HTG_20231217T022222.npy,netley/S5P_OFFL_L2__NO2____20231217.nc,17/12/2023,9.408997955
554,netley,netley/S2B_MSIL2A_20210822T004709_N0500_R102_T54HTG_20230118T083048.npy,netley/S5P_OFFL_L2__NO2____20210822.nc,22/08/2021,9.173773006
555,netley,netley/S2B_MSIL2A_20190102T003659_N0500_R059_T54HTG_20221129T050113.npy,netley/S5P_RPRO_L2__NO2____20190102.nc,2/01/2019,7.997648262
556,netley,netley/S2B_MSIL2A_20230424T004709_N0509_R102_T54HTG_20230424T023308.npy,netley/S5P_OFFL_L2__NO2____20230424.nc,24/04/2023,23.05204499
557,netley,netley/S2A_MSIL2A_20220623T004721_N0400_R102_T54HTG_20220623T034218.npy,netley/S5P_RPRO_L2__NO2____20220623.nc,23/06/2022,17.67255203
558,netley,netley/S2B_MSIL2A_20200117T003659_N0500_R059_T54HTG_20230427T061115.npy,netley/S5P_RPRO_L2__NO2____20200117.nc,17/01/2020,2.777893738
559,netley,netley/S2B_MSIL2A_20210809T003709_N0500_R059_T54HTG_20230110T141907.npy,netley/S5P_RPRO_L2__NO2____20210809.nc,9/08/2021,18.65436026
560,netley,netley/S2B_MSIL2A_20211210T004659_N0500_R102_T54HTG_20221228T110440.npy,netley/S5P_RPRO_L2__NO2____20211210.nc,10/12/2021,3.293149284
561,netley,netley/S2B_MSIL2A_20211210T004659_N0500_R102_T54HTG_20221228T110440.npy,netley/S5P_OFFL_L2__NO2____20211210.nc,10/12/2021,3.293149284
562,netley,netley/S2B_MSIL2A_20230220T003709_N0509_R059_T54HTG_20230220T023407.npy,netley/S5P_OFFL_L2__NO2____20230220.nc,20/02/2023,19.55435162
563,netley,netley/S2B_MSIL2A_20200107T003659_N0500_R059_T54HTG_20230424T210455.npy,netley/S5P_OFFL_L2__NO2____20200107.nc,7/01/2020,11.1271619
564,netley,netley/S2B_MSIL2A_20200130T004659_N0500_R102_T54HTG_20230426T105901.npy,netley/S5P_OFFL_L2__NO2____20200130.nc,30/01/2020,23.52249489
565,netley,netley/S2A_MSIL2A_20231122T003701_N0509_R059_T54HTG_20231122T030259.npy,netley/S5P_OFFL_L2__NO2____20231122.nc,22/11/2023,2.430658432
566,netley,netley/S2A_MSIL2A_20190120T004701_N0500_R102_T54HTG_20230725T133519.npy,netley/S5P_OFFL_L2__NO2____20190120.nc,20/01/2019,4.704498978
567,netley,netley/S2B_MSIL2A_20211230T004659_N0500_R102_T54HTG_20221230T171432.npy,netley/S5P_RPRO_L2__NO2____20211230.nc,30/12/2021,6.664707512
568,netley,netley/S2A_MSIL2A_20200610T003711_N0500_R059_T54HTG_20230618T083928.npy,netley/S5P_OFFL_L2__NO2____20200610.nc,10/06/2020,35.44055834
569,netley,netley/S2A_MSIL2A_20191216T004701_N0500_R102_T54HTG_20230619T020958.npy,netley/S5P_OFFL_L2__NO2____20191216.nc,16/12/2019,23.56340333
570,netley,netley/S2B_MSIL2A_20200206T003659_N0500_R059_T54HTG_20230428T204144.npy,netley/S5P_OFFL_L2__NO2____20200206.nc,6/02/2020,11.04534502
571,netley,netley/S2B_MSIL2A_20210404T004709_N0500_R102_T54HTG_20230509T171946.npy,netley/S5P_RPRO_L2__NO2____20210404.nc,4/04/2021,18.73958697
572,netley,netley/S2B_MSIL2A_20211227T003659_N0500_R059_T54HTG_20221225T040145.npy,netley/S5P_RPRO_L2__NO2____20211227.nc,27/12/2021,0.981808237
573,netley,netley/S2A_MSIL2A_20190914T003701_N0500_R059_T54HTG_20230704T115157.npy,netley/S5P_RPRO_L2__NO2____20190914.nc,14/09/2019,25.16906953
574,netley,netley/S2A_MSIL2A_20200224T004701_N0500_R102_T54HTG_20230612T194055.npy,netley/S5P_RPRO_L2__NO2____20200224.nc,24/02/2020,22.41795944
575,netley,netley/S2A_MSIL2A_20210218T004711_N0500_R102_T54HTG_20230605T150311.npy,netley/S5P_OFFL_L2__NO2____20210218.nc,18/02/2021,11.29079755
